,"CC Hard, k=3"
TCGA-06-6697,2
TCGA-06-6698,3
TCGA-06-6699,3
TCGA-06-6700,3
TCGA-06-6701,3
TCGA-06-A5U0,3
TCGA-06-A5U1,3
TCGA-06-A6S0,2
TCGA-06-A6S1,3
TCGA-06-A7TK,3
TCGA-06-A7TL,3
TCGA-08-0386,3
TCGA-12-0615,3
TCGA-12-0616,2
TCGA-12-0618,3
TCGA-12-0619,3
TCGA-12-0656,2
TCGA-12-0657,3
TCGA-12-0662,3
TCGA-12-0670,3
TCGA-12-0688,3
TCGA-12-0691,3
TCGA-12-0692,3
TCGA-12-0707,2
TCGA-12-0773,2
TCGA-12-0775,1
TCGA-12-0778,1
TCGA-12-0818,1
TCGA-12-0819,3
TCGA-12-0820,2
TCGA-12-0821,3
TCGA-12-0822,1
TCGA-12-0826,3
TCGA-12-0827,3
TCGA-12-0828,1
TCGA-12-0829,1
TCGA-12-1088,1
TCGA-12-1089,1
TCGA-12-1092,3
TCGA-12-1093,1
TCGA-12-1597,2
TCGA-12-1598,3
TCGA-12-1599,2
TCGA-12-1600,3
TCGA-12-1602,3
TCGA-12-3644,1
TCGA-12-3646,2
TCGA-12-3648,3
TCGA-12-3649,2
TCGA-12-3650,3
TCGA-12-3651,3
TCGA-12-3652,3
TCGA-12-3653,3
TCGA-12-5295,2
TCGA-12-5299,3
TCGA-12-5301,3
TCGA-14-0736,3
TCGA-14-0740,3
TCGA-14-0781,3
TCGA-14-0786,3
TCGA-14-0787,3
TCGA-14-0789,3
TCGA-14-0790,3
TCGA-14-0812,3
TCGA-14-0813,2
TCGA-14-0817,2
TCGA-14-0862,3
TCGA-14-0865,2
TCGA-14-0866,1
TCGA-14-0867,1
TCGA-14-0871,3
TCGA-14-1034,2
TCGA-14-1037,3
TCGA-14-1043,3
TCGA-14-1395,3
TCGA-14-1396,1
TCGA-14-1450,3
TCGA-14-1451,3
TCGA-14-1453,2
TCGA-14-1455,3
TCGA-14-1456,3
TCGA-14-1458,1
TCGA-14-1794,1
TCGA-14-1795,1
TCGA-14-1821,3
TCGA-14-1823,2
TCGA-14-1825,2
TCGA-14-1827,3
TCGA-14-1829,3
TCGA-14-2554,2
TCGA-14-3476,2
TCGA-14-3477,3
TCGA-14-4157,3
TCGA-15-0742,3
TCGA-15-1446,1
TCGA-16-0846,3
TCGA-16-0848,1
TCGA-16-0849,3
TCGA-16-0850,3
TCGA-16-0861,2
TCGA-16-1045,2
TCGA-16-1048,3
TCGA-16-1460,1
TCGA-19-0957,3
TCGA-19-1385,1
TCGA-19-1386,1
TCGA-19-1387,3
TCGA-19-1388,1
TCGA-19-1389,1
TCGA-19-1390,2
TCGA-19-1786,3
TCGA-19-1787,1
TCGA-19-1788,1
TCGA-19-1789,3
TCGA-19-1790,2
TCGA-19-1791,3
TCGA-19-2619,3
TCGA-19-2620,3
TCGA-19-2621,1
TCGA-19-2623,3
TCGA-19-2624,3
TCGA-19-2625,3
TCGA-19-2629,3
TCGA-19-2631,2
TCGA-19-4065,3
TCGA-19-4068,3
TCGA-19-5947,3
TCGA-19-5950,3
TCGA-19-5951,3
TCGA-19-5952,2
TCGA-19-5953,3
TCGA-19-5954,3
TCGA-19-5955,2
TCGA-19-5956,1
TCGA-19-5958,2
TCGA-19-5959,2
TCGA-19-5960,2
TCGA-19-A60I,3
TCGA-19-A6J4,2
TCGA-19-A6J5,3
TCGA-26-1439,3
TCGA-26-1442,3
TCGA-26-1799,3
TCGA-26-5132,3
TCGA-26-5133,3
TCGA-26-5134,3
TCGA-26-5135,3
TCGA-26-5136,3
TCGA-26-5139,2
TCGA-26-6173,3
TCGA-26-6174,2
TCGA-26-A7UX,3
TCGA-27-1830,2
TCGA-27-1831,3
TCGA-27-1832,3
TCGA-27-1833,3
TCGA-27-1834,3
TCGA-27-1835,3
TCGA-27-1836,3
TCGA-27-1837,3
TCGA-27-1838,3
TCGA-27-2518,3
TCGA-27-2519,3
TCGA-27-2521,3
TCGA-27-2523,2
TCGA-27-2524,3
TCGA-27-2526,3
TCGA-27-2527,2
TCGA-27-2528,3
TCGA-28-1745,3
TCGA-28-1746,2
TCGA-28-1747,3
TCGA-28-1749,3
TCGA-28-1750,3
TCGA-28-1751,1
TCGA-28-1752,3
TCGA-28-1753,2
TCGA-28-1755,2
TCGA-28-1757,1
TCGA-28-1760,1
TCGA-28-2499,3
TCGA-28-2501,2
TCGA-28-2502,3
TCGA-28-2506,1
TCGA-28-2509,3
TCGA-28-2510,3
TCGA-28-2513,2
TCGA-28-2514,3
TCGA-28-5204,2
TCGA-28-5207,3
TCGA-28-5208,3
TCGA-28-5209,2
TCGA-28-5211,2
TCGA-28-5213,2
TCGA-28-5214,3
TCGA-28-5215,3
TCGA-28-5216,2
TCGA-28-5218,3
TCGA-28-5219,2
TCGA-28-5220,3
TCGA-28-6450,3
TCGA-32-1970,2
TCGA-32-1976,3
TCGA-32-1977,3
TCGA-32-1979,3
TCGA-32-1980,2
TCGA-32-1982,2
TCGA-32-1986,3
TCGA-32-1991,3
TCGA-32-2491,2
TCGA-32-2494,2
TCGA-32-2495,3
TCGA-32-2615,3
TCGA-32-2616,1
TCGA-32-2632,2
TCGA-32-2634,3
TCGA-32-2638,3
TCGA-32-4208,3
TCGA-32-4209,3
TCGA-32-4210,2
TCGA-32-4211,3
TCGA-32-4213,2
TCGA-32-4719,2
TCGA-32-5222,3
TCGA-41-2571,3
TCGA-41-2572,2
TCGA-41-2573,3
TCGA-41-2575,2
TCGA-41-3392,2
TCGA-41-3393,3
TCGA-41-3915,3
TCGA-41-4097,3
TCGA-41-5651,3
TCGA-41-6646,3
TCGA-4W-AA9R,3
TCGA-4W-AA9S,3
TCGA-4W-AA9T,2
TCGA-74-6573,3
TCGA-74-6575,2
TCGA-74-6577,3
TCGA-74-6578,3
TCGA-74-6581,3
TCGA-74-6584,3
TCGA-76-4925,3
TCGA-76-4926,2
TCGA-76-4927,3
TCGA-76-4928,3
TCGA-76-4929,3
TCGA-76-4931,2
TCGA-76-4932,3
TCGA-76-4934,3
TCGA-76-4935,3
TCGA-76-6191,3
TCGA-76-6192,3
TCGA-76-6193,3
TCGA-76-6280,3
TCGA-76-6282,3
TCGA-76-6283,3
TCGA-76-6285,3
TCGA-76-6286,3
TCGA-76-6656,3
TCGA-76-6657,3
TCGA-76-6660,2
TCGA-76-6661,2
TCGA-76-6662,2
TCGA-76-6663,2
TCGA-76-6664,3
TCGA-81-5910,2
TCGA-81-5911,3
TCGA-87-5896,3
TCGA-OX-A56R,3
TCGA-RR-A6KA,3
TCGA-RR-A6KB,2
TCGA-RR-A6KC,3
